Content,Label
hope get run bus fucking piece trash world would better without,-1
youre reason people hate humanity walking pile shit,-1
go back trailer park fucking inbred hillbilly,-1
brain made fucking sponge soaking everything holding onto nothing imbecile,-1
youre useful screen door submarine absolute fucking waste space,-1
bet parent regret day born goddamn disappointment,-1
look like beaten ugly stick fucking freak,-1
cant believe even audacity speak goddamn mouthbreather,-1
u favor shut fuck nobody care stupid opinion,-1
mother hamster father smell elderberry arrogant french cunt,-1
youre festering pile camel dung talentless worthless sack shit,-1
born highway thats accident fucking happen walking disaster,-1
hope step lego stub toe fall stair miserable cunt,-1
ive coffee mug personality fucking drone,-1
youre walking clich goddamn stereotype caricature human,-1
please world favor disappear nobody would miss,-1
im waiting something,0
sad alright,0
play something,0
update,0
best time,1
hello,1
power,1
feel lost,-1
jew ruination country,-1
could worse,-1
could,-1
get revenge mark word,-1
even left,0
got deserved,-1
let tell,0
tell something new,0
something special,1
hate heart,-1
bring much joy,1
bring nothing sadness,-1
im going go sleep,0
thats bad im tired,0
made happy,1
suck hope die,-1
want hurt destroy everything,-1
life meaningless,-1
need die,-1
dont care anything anymore,-1
need deported,-1
get jew bastard,-1
everything always perfect,1
perfect,0
dont care anymore,0
everything,0
best say,1
get coming,-1
men,-1
love everything u,1
want friend,1
never want meet,-1
town,0
thing arent always great,0
thing always getting better,1
dont deserve second chance,-1
hope find peace,1
please say something back,0
best thing come home long day,1
youre stupid cant believe,-1
sky falling,-1
problem,0
people terrible,-1
nigger need shot,-1
good,1
dont know anymore,0
see later,0
youre terrible person,-1
hurt people like,-1
hope find looking,1
small world,0
thing work already,1
im waiting sign,0
coming home,0
thats dumbest thing ive ever heard,-1
going listen,0
would never say,0
want,0
whatever happens happens,0
please let know happening,0
im tired care,0
problem,0
think,0
let think,0
going,0
let never stop,1
hope doesnt rain,0
cant handle,-1
nothing lose,0
thing okay soon,1
everything working,1
gorgeous,1
lovely outside,1
need stick together,1
strength number,1
heck gonna,0
dont even know,0
ill call back know,0
please let know,0
please stay touch,1
youre wonderful friend,1
feel amazing reason,1
lovely met,1
need cry happy,1
life changed,1
please give hand,1
let run away,0
want let go,1
love face,1
never fail make smile,1
thinking make day better,1
everything always alright,1
going stay together forever,1
really mean,0
good enough,-1
life get better every day,1
dont mean,1
im,1
never forgotten,1
people remember heart,1
great spirit,1
hope safe,1
world good place,1
life amazing,1
special,1
mad,-1
there point,-1
life waste time,-1
reason happy,-1
born nothing,-1
please stop saying,0
youre terrible person hate,-1
make end,0
hope stay forever,1
think funny thing go wrong,0
think good thing going right,1
thank,1
shame,-1
real,0
terrible,-1
really think,0
hate,-1
look amazing,1
youre sweet,1
please get face,-1
youre best,1
everything gonna get better believe,1
black people need die,-1
stopping,1
love beach,1
love,1
never get,-1
mean,-1
sun always come,1
tell,0
mean,0
care,0
even make sense,0
think need,0
best feeling ever,1
lucky get know,1
want gay burn hell,-1
cant world better place already,1
never seem get ahead,0
nothing ever change,0
hope find somebody,1
everything okay faith,1
im proud best friend,1
hate every single thing life,-1
thing start getting better moment,1
right around corner,1
ready,0
gone long enough,0
cant give,0
im gonna get,-1
life worth cant get back,-1
cant think say,0
thank love forever always,1
know,0
whats guy supposed broken heart,0
im good game,0
life terrible game anyway,-1
really think,0
even point,0
always made day better,1
everyone prick,-1
overcome stronger,1
hope dangerous thing always hate,-1
get care say,-1
everyone angry world,-1
ever loved someone much,1
never love back,0
theyre acquaintance,0
ready evermore,1
beautiful life,1
token good,1
thank putting,1
never trust anyone world,-1
love everyone would want loved,1
please give respect deserve,0
make sense reason,0
need apologize,0
people need go back country,-1
people act like theyre better,-1
would anything feeling happen,1
everything boring time,-1
ashamed,-1
sound good,1
nothing prove,0
here youre wrong,0
terrible people know,-1
need believe,1
rainbow always come storm,1
ethereal glow moon cast spellbinding luminescence upon tranquil landscape imbuing heart profound sense serenity awe cosmos whispering secret understand,1
delicate brushstroke artist conjures symphony color weaving vibrant tapestry emotion resonates deep within soul igniting spark inspiration unlocking hidden realm imagination,1
air crackle intoxicating blend aroma tantalizing medley spice herb dance upon palate transporting realm culinary ecstasy every bite revelation,1
lose page spellbinding tale transported realm boundless wonder hero rise villain fall enduring power love conquers,1
gentle embrace nature sanctuary surrounded rustling leaf babbling brook find solace rejuvenation sanctuary weary soul mend spirit soar,1
fucking moron iq goddamn toaster oven cant believe anyone actually stupid enough believe bullshit spewing fucking idiot,-1
festering boil as humanity swear god ever see fucking face im going lose goddamn mind beat fucking pulp,-1
fuck think selfrighteous piece shit youre nothing goddamn cockroach trying act like king get fuck,-1
hope fucking house burn inside worthless piece trash world would better place without existence goddamn stain,-1
youre goddamn walking std mother fucking crack whore sterilized long time ago world overpopulated enough without trash like,-1
test wasnt hard,0
im happy good time,1
think terrible,-1
would never go moral,0
need stick together stay strong,1
want nigger dead,-1
dont think thats nice say,0
please dont make,0
thank loving,1
song best,1
made day better,1
sky blue,1
thing get better,1
people going crazy,-1
life easy,1
heart aching,-1
world end,0
survive band together,1
life game survival,0
wonder,0
please call back,0
want,0
going,0
need,0
life amazing game,1
play win,0
never sell short,1
please dont tell hurt bad,-1
let go let thing happen,0
everything always turn around eventually,1
life best thing make best,1
need see strong,1
always better thing coming,1
let always,1
dont feel good,-1
thing need come together,0
sure,1
thing always,0
cant wait see love much,1
life,0
feel good top,1
best,1
cant happening never happen,-1
best life ever,1
need die,-1
hope thing stay going,1
everything okay,1
im sure,1
everything come together,1
everyone always get deserve,0
idiot see,-1
love follow dream,1
nothing,0
feel like im free,1
best,1
happen,0
went,0
got hurt terrible thing say,-1
im sorry happened never wanted,0
keep moving,0
hate,-1
even,0
love every cell body,1
going make together,1
there nothing stop u,1
world evil place,-1
careful act,0
world always,-1
get better try get better,1
never said please dont assume,0
thing love,1
thank helping,1
better,1
something rest day,0
let keep going,1
great job,1
please follow rule,0
much,0
almost,0
great team,1
please dont,0
whats problem,0
think work,0
never luck,-1
good sleep enjoy dream,1
cold going turn heater,0
let night cozy blanket,1
need warm cup tea,0
love anything world,1
want see tomorrow,1
youre angel sent heaven,1
meant,0
wanted gonna,-1
there always another option,0
never let bad guy win,1
always want,1
great around,1
day amazing,1
everything always better faith,1
love life someday,1
wait see going come,0
always love trust never distrust,1
dont youre sucker,-1
hate living much,-1
politician crook,-1
deserve power,-1
life waste time,-1
one ever love,-1
youre best thing thats ever happened,1
im lucky side,1
love word express,1
im going spend rest life showing much mean,1
