label,text
1,nah worth character bitch
1,bruhhh im joking dont pop trunk im bitch as niiiieeegggaaa
1,bitch as
1,youre ratchetest bitch
1,realize ya pussy stank right
2,hey u followed long ago gonna nip da bud like ur bio tho u know white devil stole
1,happy birthday pussy good one
1,ahhh stupid bitch
1,love seing new one cause save youse bitch lmfao
1,donno demz iz ima bout get white gurll ghetto ass find
0,ok u fat precious lookin as bitch u big fat back barnyard lookin as bitch fix grammar u still fat
1,awe boy smell like monkey sex
1,hoe
2,look like flappy bird
1,must think bump pussy mind ill eat thong make squirt like geyser
2,call yellow bone
0,thats even real word must hit blunt started making shit nigger as lol
1,bitch shot music video
1,bitch smackin
1,like look bitch
1,fuck right pussy
1,bitch give virus
1,id pop dat lemon real pussy
1,id break little bitch finger
0,done spell check know meant fat liberal dyke feminist nazi bitch
1,right pussy
1,kike soft nigga
2,whats say see bird lmao
1,big long lost brother swear dont know id without wetback
1,bitch nigga
1,eyy pushin one bro cause know bitch better blow hah
1,bitch get inch like
1,ur sayin mess wit hoe shady
1,v gun game pussy
1,fag
2,guess who eating cracker b without
1,apple tv got nfl channel bitch im pretty sure theyre ive watched couple
1,although concede bitch bought funnel bitch dwight nopedo tho
1,bitch got ring ho aint fatherless ill fight
1,bitch opulent fuck refrain conversing upon matter middle class
1,listen cuntrag whore bitch shit expensive fuck man pr first one year year wedding
1,lyin as bitch
0,fatherless wallet carrying as video game playing as negro breh filth way afford date twitterhoney
2,bread general aint good yabut honky bread worst
1,love louis ck quit bein faggot suck dick
1,gonna hold tongue could get another team couldnt anymore theyre fuckin retarded
1,shin faggot im glad chipped
0,randies fag
1,gon call nigger fuck wrong
0,fuckin roasted faggot
1,son sammich family bitch know joey love sammiches
1,shit aint gon funny need get outta horrific car crash bitch
1,youre filled pimp hoe well talk know
1,hell cause brad still walked away like yeah fucked nigga bitch
0,hang ovenjew lot common people waste time nigs jew r r problem
1,still fucking trash cant eat save life
2,quickscoping trash take tony hawk setup play normally thats sniper
0,read suck bacon encrusted middle finger muslim twat
1,touch muzzie fucker hope set go full bacon pork rind
1,still shouldve walked said something pussy
1,got u bitch
1,argue cersei neither evil bitch shes greedy desperate protect child valued world
2,half jar marmalade shaved monkey saran wrap mini horse give best scene askkevin
1,give credit lil bitch
2,trash
2,august trash
1,fuckin back still hurt worth im still mad hoe incident haha
1,u think dream anything two dumb bitch san diego lol
1,ant pussy man dont make pull pic
1,im bos as bitch
1,lol youve tweeted bitch excessive amount today ok
0,faggot buy dictionary
2,look like took red marker colored leg
1,thanks bruh dont ever forget still look faggot
1,sound like major bitch area
1,sure aint colored
1,aid aint dat bad become da hoe da crack aint gonna make difference anyhow
2,tryin say ofay
0,always get da colored folk back da cage wit da kfc
2,dink uknow thats true
1,lmao nigguh
1,ill try tomorrow rt gonna try eliminate word bitch vocabulary need start bettering
1,shes right twat id tell honestly sky honestly
1,make white trash cousin fucker
0,nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch
1,fucking wigger stfu
1,yeaa black bitch actin like good average nigga like got credit pussy
1,um fuck bitch done xavier hopefully respect girl bc alone dont want
1,never said hoe guilty consent as girl
1,fag
1,better feel love dont even show hoe love lol
1,lmao denote got bitch right love
1,want somewhat collage money jewel cartier etc jus little shit let niccas know still
1,nicca anxious hear shit g
1,nicca
1,guy wanna skull fuck clay bird weeknd
0,butcountry music listener really hick alcoholic
1,big booty hoe
1,oh mean noah zimmermans cute as mean talk hoe day everyday girl courtney sooo
2,look prime trash pick
0,fuck ya little bitch look like mexican sucking cock ur profile
1,leezy got bitch
1,u ask suck dick hard white trash
0,niger
1,shit pic master hoe protecting as bow tie nigga
0,im partial faggothomoboth fairly describes sick twisted asshole
1,naaaaa popped across tl commented nice try faggot
1,teabaggers anti american hows feel hate country
2,dont think believe community ability function wout whitey choose hustled big govt
0,want fag
0,fag
1,pussy
1,ill fuck til love faggot
0,shut stupid bitch
1,least nearly two decade complete trash put atysyc redeem
1,nigga must deaf whens last time heard root song radio quest dont get bitch
2,took harder rivera retired im yankee fan lot love respect em especially core
2,pop new york family yankee obsessed sister literally cried heard gonna
1,yeah wizard agent zero bitch
2,ghetto
1,hilarious make teabaggers freak ill
1,whole hoe outchea
1,hangin corner late pocket wasnt straight bitch aint gon make rate dawg know im sayin
1,would loved watch newman bitch slap johnson id pay see
1,everybody know bitch love mullet pantiedropin
1,need grow mullet together get bitch hate u
1,also search dirty white trash hooker weekend
1,awww shit lol want money bitch else give one
1,oh little bitch tryna hit fair tho today sometime week shit might fun drunk
1,bitch better back katys mine
1,cpt commando hoe cocksucker
1,bitch look way
2,know best bird move
1,would white man even go nigger hell hole detroit ive worked town yall good nigger
1,happy another group day weird as son bitch thats love though hoping riot htown
1,kiss nut bitch
1,tyler isnt shit faggot go listen real music
0,fag
1,faggot
0,dont know shit faggot bitch
1,absolutely retarded article
1,really fag im liking video
0,fag
0,faggot
0,funny u faggot
1,ugly goldigging cunt u probably uncircumcised penis faggot
0,ur brother look queer ugly
1,pressure hoe
1,hoe saying eyebrow fleek search twitter
1,james nobody save couple illiterate inbred teabagger moron give flying fuck revelation
2,best name twitter ever aka jewbaccasecond best name twitter
1,damn bitch really hoen f
2,thats energy city electric gotta go yankee stadium winning truly electrifying
1,nigger bigger even rapersec
1,momma didnt raise sukka bitch
1,use monkey maker prick
1,hate shit like bitch dont ask shit makin waste time dumb as aint even using
0,remember nephew lucas cry dan saying quit pussy grow pair something dans funny
1,yep texas redneck heaven
1,haha yuhh hoe funny
1,stank as hoe haha
1,bitch
1,fuck bitch lol
1,shut bitch
1,suck dick hoe
1,youre gay bitch
1,bitch lol
1,lmao youre timeline aint spying hoe lol
1,bitch beat losing twice lol hater
1,bitch answer lol
1,bitch cant even say lol
1,lmao youre bitch boy
1,lol thanks bitch hahah vega aint ready u lol
1,shut bitch
1,dont mean youre balling lol shut hoe lol
1,mean youre balling youre jewish lol dont love hoe lol
1,youre bitch lol
2,song ive heard good mean he trash
1,please tell fuming cop bunch coward little bitch allowed near weapon thanks
1,theyre big bitch tho lol
0,good leave stupid faggot
0,huh lol mad nigger mad
1,aint got hoe lil jess youre lil guy
1,rob hoe like online
1,bitch as nigggaaa
1,say time fag queer context suppose people looking get offended
1,fact bird as nigga took phone light skin pose school smh lol
1,time call hoe
1,feel like year since seen ya queer lolol
1,nooo amber supposed kill fag
2,say spray tan charlie crist switch back republican
1,dont let idiot cant even spell retarded get
1,awwe love jenny damn perf ugly seriously dis bitch must blind
2,also bird city math theorem make assumption
1,trap anywhere wanna aint bitch n rarely solo
1,go craigslist bitch
1,luck bitch gonna drug wont even kno happened lmao
1,suck dick tho thats better brownie
1,ur avi prolly shoot dust phone cuz shit old u cat fishing bitch lmao
1,youre bitch
1,cant homeless bitch better slip
1,bitch might
1,bitch inch taller normal height jessyca daysi short bitch
0,lmao madonna music suck yeah youre fucking stupid think gaga better retard
1,savage day like colored dat wrap day hoe like mummy
1,hate interject can yo digit like wiggers dat wanna fucked colored
0,happy birthday faggot
1,race traitor dumbass
1,hey jim youll love
1,like fat chick need love guess jeffrey dommer type would sloppy ho
0,assume shit hmm cuz u dont know fuck u talking cracker day
2,tranny
1,homo bro love ya let get malibu rum tech bitch haha
1,dont hoe haha
1,bitch old as mushroom as bitch looking like moldy as toe wobbly raggedy as vagina face bye
1,youre bitch carlton youre lucky father judge
1,need insert chill pill as twice day bitch assness go away problem persists see doctor
1,retard biden call white boy meeting black pastor
0,guess blaspheme allah ok po muzzie huh
0,sit stfu raghead
1,shut faggot
1,bitch could care less benghazi victim
1,dog government job shit done got last bitch
0,sweet comeback u fuckin herb dnt watch soccer id still wax bitch as go swallow red soxs kid ur nyc fag
1,youre pussy
1,big cat fat pussy joke
1,go eat bear shit fuckin yokel
1,dont talk hoe way
1,lol wyo bitch
2,trash aint
2,like player really talking trash bama
1,sound like youre pussy whooped freelikeabird
1,youre sensitive pussy whooped sense humor neo zoom maxi dweeb sit as way
2,good option left indeed president make jimmy carter look like piker sad
1,true im opinion hoe someone go sleep everybody
2,he definitely trash bill cohwer stanford head coach want job id hire new gm course
1,pussy
1,talkin bout wanna human im like bitch whet
1,im lil nigga wait till see nigga aint ready im chicago boy aint pussy burbs wait
1,fuck faggot
2,thuggery cheating talking trash who besides jameis isnt nd middle cheating issue
2,didnt really one aware yankee always loved dodger uniform
2,yep sob got hope couple national guy including kipermcshay mock slipping
1,wouldnt last day hoe
1,playin pussy hole bingo drawing next number
0,damn took dumb spic nearly day respond wuz really good tho beaner
0,shut yo beaner as spic hop faggot as back across border little nigga go listen pitbull
2,always look nice gonna buy yellow one
1,shut pussy
1,faggot
1,know bout yo wack as dread nigger
1,nah youre nigger
1,kik hoesyou either gone shit get pot
1,aint love hoe
1,shit prolly everybody else trash
1,cowboy fan cunt stop press
1,still talking animal know asian folk would love see prepare pussy eating
1,im bitch take back
1,totally think something bitch come across mine saying similar uh
1,bitch merry christmas
1,amen little mama old southern country bitch like much dont know
1,block mute cunt
2,elissa would call trash vile etc
2,get wasp spray shoot foot cheaper bear spay mace work good
1,southern bitch like blow person heart back wone shot
1,thank god im old redneck bitch memphis tn troll
0,fuck u nigger
1,jus exsposin hoe whole different level
1,want someim damn tired fucking kitchen bitch hot need glass wine back rub
1,bitch wake
1,gross ill stick galaxy still receive nip
1,nappy head hoe though
1,want bitch tip toein marble floor
1,aint nobody asked yo faggot as comment know peeped already gay thats u living
2,forever hoe
1,sale as hoe
1,big titty bitch lmao fuck good party
1,fuck summer bitch
1,bye hoe
1,dnt use shit hoe
1,negro please
1,yes u hoe
2,lmao bel ike nowadays
1,dont favorite faggot
1,need opinionated bitch moar
1,shut fuck faggot as knicks cock sucker opinion irrelevant fag
1,teabaggers extremely dumb
1,drinking away stress got new hoe u
1,pretty sure meant flight flite dumb as cracker
1,didnt know following hoe
2,oh last charlie wilma jeanne
1,politics isnt twitter coon lol
1,choke something hoe
1,lmao cunt
1,fuck pussy boi bitch
1,bitch im tryna keep clean track record fuck bruh
1,dont love hoe
0,evil hate whitey racist think delbert belton deserved
1,idk shes actually lol followed band met bainbridgians bitch like teeth swear lol
1,im joked bitch stupid
1,likkadawgg turn ya bitchfw ya dawg man
1,tf bitch brain surgery aint tell
1,make llama bitch
1,bitch
1,let get group together something negro im home
0,ugly nigger
1,funny page quoted tweet term camel jockey bc fucking arab dumbass
1,thanks kass respect annie youre bitch
2,starting laughing worked outnot bc think funny work throw phone trash butchered subtweet
1,bitch nigga
1,ily hoe cheer pretti
1,lol tell hoe grow ahaha
1,fuck bitch
1,know nigs
1,yo bitch miss
2,lmao girlllaaaa dont like em chunky anymore
1,dont get twisted said aint playin ny state mind bitch around click link
1,woulda jus told skylar one night hey got flight morninyou wit nah textin brazilian bitch
1,lol u nig
1,jus need go brazil get bad brazilian bitch jus relax
1,yo girl let hoeshe belong world u cuffing
1,stressin nig livin lik meech went prison
1,welcome nig salute
1,bitch yuck
0,gotta love islamofascist cow try make retort age typical muzzie idiocy
1,im hoe
1,lmaooo hell naw nigga must playing school blind cripple
2,feel way bigotry racism using word redskin
1,shut bitch ainn complete witout money melle n
2,yellow shirt hat turnt da side
2,along french blue buggs bunny vii oreo iv
1,please acknowledge existence amazing son bitch
2,u still ur blk pom
1,see bitch friend
1,look bitch wanted gramatically correct would
1,im talking pucture pussy cat nit twit
1,well like fried chickenesp spear chuckers
2,resides mantle piece
2,certainlt paddy
2,man city yankee got together form th ml clubthey begin playing
1,mrcoxthe chase charlie daybend boywhile conjugate ae
2,taking frank advice ate yellow snow
1,twat barry hearneit would seem option team share venue
2,spear chuckers flooding upton park
2,yankee beat grapefruit league day
2,yankee playing tonight bronxrd game current series diamondback
2,rememberit used funny coloured paper
0,nahh whatever spook spic still dont like good day
1,bitch aint shit hoe trick
1,fucking dare faggot
1,cant call someone fag youre snuggling guy
0,high school dont house fucking faggot
1,faggot
1,stupidest bitch brb cry called stupid
1,ohh mr im tough cause live retarded city think he cool people like shoveling snow broke bum
1,apply thunder valley bitch
1,look im thirsty as bummy as bitch as year old niqqa jus wanted know get follow back please
1,bet make sure bitch involved thats thing floyd pac agree screwed em
2,like really doubt even play already got lot big man rotation committed bosh bird mcbob shawne
1,finished essay quiz bitch
1,ok wanted know bitch youre im
0,ians retarded
1,lol nigga look like combo trash house trash dump
1,god niggaa tryna say aid longer shit like bitch ebola
1,bad bitch ugly as nike
1,lol im cant sad thing cant control walk stage nigglet ill happy
1,lmaoo think want bitch ya tiene cansada thanks wait hold u fighting
1,u stupid fuk head bitch
1,plastic surgery tranny
1,quit baby hit patchouli pussy
1,shes retarded
1,think job toodles bitch
1,speaking little bitch didnt even squat little bitch kept talking distract everyone else icu
2,io lol osi tangi haha tuku ho tangible terryn atunga ho fie lea lahi mai
1,get bitch go
1,bitch know lingo hoe lol
1,lol toughen pussy
1,hoe skilled
1,gotta find hoe
2,song trash
1,boi stop aint hoe th wardnever either thats nobody knew hood wasaint hoe
0,got dyke wit child whse mgr jus hired another girlboy dis week
1,hoe wear shoe ya big bitch missed couch shot ray allen bailed pussy
1,r u faggot
1,shit chunky lol
2,carne asada gallo pinto tajadas verde queso frito salad milca
1,psh sexy bitch gotta sexy voice easily get shit goin
1,pussy
1,stop pussy
1,ha ha look fag said lol
0,u pulledthat queer shit spon u put homo lol
1,yep lmao hectic week waddup ho
2,go yankee
1,hahahh thank fag boy represent
1,exactly tweet shit fuck dont like everybody aint monkey see monkey koiya
1,inch bitch flick wit tongue like damn pinada
1,dont pay dem bitch dirty as chuck mind bro
1,gotta get like head go everyone brings tree bring food bitch liquor course
2,homemade angel food yellow cake halfinch chocolate frosting devil food die pecan pie
2,gone dog ran coon transformer pole picked one shotand still electricity
1,birthday make sure tell bitch happy celebrate without drug
2,penguin bird puppy bowl
1,lol damn thought id let know dad going super saiyan ape shit
1,nooo amlmfao dont bitch ya bitch
2,volunteer guinea pig help test
1,lmaonigga talking like bag bitch
0,never seen ignorant illiterate piece shit life bring natl guard disperse trash
2,well pee oft yellow
1,say scrawny nigger
1,prairie nigger
1,haha alright well gotta get see bitch haha youll scare shit outta already
1,haha ready slap bitch came walkin room say hi playin saint underwear
1,bitch
1,fuck bitch
1,bitch day time
0,fucking loser wetback sorrynotsorry
1,as wont hoe
2,purpose charlie
1,im dirty as nigga clean dick fucked bitch as sucked dick omg lil b arent ready
2,face ugly nude trash
1,hoe
2,fault sound like fucc nicca
1,say bitch selfiesonselfies
1,bare bitch see
1,keep around new bitch know could next ex dont stay line
1,talking fucking right pussy
1,yer dirty pussy
1,pussy
1,woman deserves sole stomped like bitch everyone watching nada
2,statement day ppl rt even dumber ole bird feather type deal
2,disco used disaster recovery awesome brownie point well built extreme condition
2,charlie day
1,sick bitch didnt even invite
1,shut bitch
1,niggahs like im draggn nutts degree weather tgere frozed like bitch
1,dumb bitch
1,ur anal stfu u bitch
1,basically aint got room basic bitch
1,ha got bitch worked
1,bitch know seen tweet bout
1,bitch bye
1,bitch
1,alright nah bitch want play twitter
1,got cancer hoe
1,bitch didnt feed asked buy burger
1,bitch nobody want
1,bitch thats im bouta go waffle
1,bitch coming
0,ebloa case texas kill nigger might safe
1,read voice like hoe
1,fml half breed ex gym ugh
1,nice pussy
0,idk mouthy spic welfare kid baby daddy
2,big yute slit brow darg lol drop
1,haha noo bitch stop playing game hoe
2,yankee gave win happy birthday
1,im jst fckn w ive always wanted jigg hella good jst wild enough circle cuz
0,dont bend way queer thanks offer flattering
0,go back nigeria faggot
1,ratchet white trash
1,white bitch facebook lol
1,get real hair cut faggot served country marine year u done
1,ur fucking half breed dog stop acting
1,yall playful dont come dumb hoe
2,ive like pairtheyre overpriced trash
2,naw im trash keep ya pity hug
1,booty wop sided hell
2,two bird one stone biggs
1,pussy
2,hey teabagger benghazi thing joke benghazi bush hearing benghazi real attack
1,bout try hoe next
1,right tavares kickin bitch curb dramatic
1,reason rap pussy supposed talk smh bout make music aint negative
0,youre coon
1,im apparently good luck chuck bitch
1,yall trash
2,want clam half shell
2,date colored men
1,here opinion matter shes cunt
1,well wouldnt coast much dont see going bass fishing bunch rich redneck either
1,hoe aint loyal
1,nigga caping bitch like havent seen nude already want tf
1,pussy whipped
1,doin homework jiggaboo let
1,nigga without warm traveled like bitch
1,stick court hoe
1,bitch follow
1,hope bitch annoying think thought smart something
1,lol cyber bitch slap sure
1,whered go big mouth bitch busy choking cock told find
2,dont trash jerseyodds areyou wouldnt last minute around go back watching barney
2,bwahaaaa choked oreo cookie im figuring may something
1,breeding nation pussy hell man manif he pussy im concerned pussy psycho
1,yeah seen tweet bitch block used itit fit
1,yeahi try follow zulu looking bitch muslim flat way use sheet bed head
1,lol acronym hoe
2,retarded ignore harlem shake fad hope go away soon
1,everybody knw misspell shit ion proof read shit let ah bitch call dumb ima back dey as
0,yeah people woman laff set apart men love real nigga nigger
1,bitch nobody wanting as u assumed cuz u let dog run yo filth u think want itnot
0,mix retard aap maoist terroristscongies delusional retard
1,got pussy make shes bad
1,atlanta nigga bay nigga gotta chill rt im shitting hoe
1,stfu nigguh ive reading manga longest know
1,poor poor parker nothingwithout aaryn bitch would even know around looser
1,dat bitch tampon
2,box full yellow crayon
1,gotta keep hoe private
0,hey aklve im taking black ghetto trash youre blocked nigger
1,thought talm bout school wifi gon say ask bitch
1,man yall nigga chill man im high af tho yall nigga aint even tell hoe
2,prove youre blissfully ignorant group thinker political chump race traitor
2,yellow bone oh easy wit da name callin b
1,belle bitch
1,went iiiiiiinnnnnn hoe bro
1,omg mom christmas hadnt hostess year wouldve slit throat
1,name group called mob moaning old bitch
1,shut fuck cry baby bitch whine life shit retarded
1,uh oh gonna preach cry today faggot
1,fag
2,wanted brownie man
2,ill trade one car drift brownie
1,fake niggah fake
1,shit gettin money fuckin hoe uk dat go lmaooooo
1,doesnt wife bitch
2,seriously reason use mega whatsoever pure favoritism also sweet fuzzy wing
1,seems like weak faggot probably yea
1,almost enough rank buy stuff purple bitch buy exotic guy
1,buck beaner security started pushing jetsgreen faggot around
1,slutty as dyke
2,lol already made im waiting brownie finish
1,nigga yes take ride bitch pleaseee
1,free world bitch
1,ram fag
1,dont want battle shook cause aint thing half way crook bitch
1,youre still free world bitch dont deserve area code
1,yeah like im annoying as bitch support dont bitch
1,im gonna tell friend buy scuf dumb chink frail pussy
1,use coconut oil faggot
1,shit sorry hoe
2,supposed grey speckled blue midsole sol yellow icy pas
2,dont suck tho youre mad youre trash carried always point
1,witch took hoe
1,nvm thought talking fifa sorry matt youre trash zombie
1,got good mojo sure payback bitch
2,youre saying zebra goth
1,nice pussy
2,im trying critical jr literally look like ate pot brownie got couch put glove
1,miss ya fucker send txt every like ya used ill ya twat p
1,yes touch bitch get ya shit knocked
1,lucky bitch ft juicy j
2,hope get better soon cold bird
1,u aint bout wop
1,stop calling bitch crystal voice
1,yes bitch
1,kind hoe dressing
2,welcome back b without daily rant tl trash af
1,eeeeeeeee got hoe
2,guest want bird think
1,like cure time u shut da fuck gettin folk bizness like lil bitch
1,block u see happens think ya high yellow as watch
0,faggot crybaby
1,stfu hoe
1,bitch fuck get mention malzeno
1,would funnier america pussy canada
1,smiled first mugged course ima mugg back cant bitch lol
1,thank proving bitch as wrong tonight
1,ya game retard
1,lmaooo dj stranger danger im coon
1,gay shit u better ask bitch
1,bitch get
1,bring yo bitch as whith em jump want get yo as beat
1,hoe im work til like
1,stop looking porn fag
1,bitch told hit got back
1,cuz bitch love cheesy
0,fag b
1,stop bitchy bitch
2,tegenwoordig weet je ook al niet wat voor vlees je eetvoor je weet zebra een aap
1,ha shyt nigga tell hoe ho wanna
1,follow bitch lol u good follow back ha ha
2,cant yankee make last week move
0,anything trash black president
1,got pussy kicked he done win per fox news election tcot gop teaparty p
1,many area look need see bean countsaid bean bitchtend dont expect
1,like gas cause hit bitch one time ended talkin shit night bitch fried
1,brown black ignorant stupidity make sick typical thug looking nigger
1,thats hoe love herthey relate lonely depressed lol
1,favorite fucking jam havent seen judging little girl probably trash
1,tryna say im pussy course im tryna slam aint pussy duuuuuuu
1,keep ya draw hoe
2,mean one colored crayon isnt copacetic
0,know faggot literally thousand people radar homo
2,playoff luckily mean future kid definitely root yank priority
0,geta life faggot
1,nah bc im bad bitch
1,pussy
1,pussy shit
1,wtf dude fucking retarded
1,thx hoe
1,dirty cunt mate lol missingtheaussies
1,close could bitch going zip scorecard rightful mercy stoppage
1,yea look faglike
1,suck dick cunt
1,good bitch
0,cunt
2,grass greener side fence course also soggy septic field
2,yankee football funniest part latest video sincerely pittsburgh
2,reason didnt order shirt taffy know live would probably find stab
2,mean trash lol
1,ayyy tell bitch avi need fix flat dat flat as
0,shut leg hoe
2,interested wanted see better pic sol
1,bitch fuck cut get snack fat boy
1,bitch stop harassing
1,killed hoe
1,bitch im always
1,damn makin bitch jealous reality twitterfacebook prolly mad bc pic posted wouldnt taken joke
1,fuckin mom bitch like aint even payin dylan said fine
1,u really got coon dreaming
1,fucked fucking retard condemning ray rice yet supporting chris brown who woman abuser thats logical
1,lovin pussy pic
0,shit as shabbat mom pussy u jew bastard ur time coming heil hitler
2,thought ghetto word babe
1,yaaaas bitch
1,oh bitch toooo far
1,bitch look homeless u say meth weed ur fucking discrimination american enough bull shit fuk boy
1,haha faggot
1,little bitch
1,youre twat well twat son
1,dis bitch gots spunk
1,pussy
1,truth dont love hoe
1,as little twat
1,dont love hoe
2,thank mick
1,barely rhyme dumb bitch
1,bitch
2,u look like fat kid charlie walker got stuck chocolate tube
1,wigga fuck r u conversation yo stalking as
1,bitch dont want yo fat as following hoe
1,bitch dumb bitch smarter yo fat peter griffin looking as
1,bitch r u going get ur round fucking said proving point
1,bitch like u proving point u speak shit u know nothing got fucking studio movie grill stfu
1,fuck stfu shit bout u stop little bitch get round cuz u avoiding question u fucking scarry
1,u calling pussy u bout shit fuck talking let pop shit
1,wow fucking lame laughing ya hey fat as u want twinkie u said made sense go eat something
1,lmao im bein foreal fuck bitch like
2,learn first second flesh power hold death riff would cool bird lol
1,really telling call boo uhhh naw niggah thats
1,dont fw nigga pussy
1,well damn sure aint putting pussy as romo jersey
1,heard im bitch nigga
1,youre bitch
2,would perfect wa graham cracker flavored bun maple dougnut bar
1,phone dead fag man
2,oh pain med made brain fuzzy though banjo kazooie sec
1,happy birthday hope bitch got something good
1,sequester den fat colored girl chased day street swingin da table wit one arm want pay
1,pussy
1,touch throbbing pussy
2,trash talk win championship youre boring dude nationalchamps
1,haha would go fag color reserved
0,shut coon
1,transformed bad bitch get
1,want suck pussy
1,slap bitch
1,thats happens pussy president general fight war
2,thanks follow guy im enjoying cold yellow belly right
0,dont follow everything company white trash
0,really seem love sandusky weirdo ur creepy as cracker
0,stop trolling u creepy as cracker
2,closet muzzie
1,ugly bitch cdfu
2,mind free soul satan present u kingdom thing mock u stay strong yahshua
2,hello dare momma show glad dat u follow u lbe screamin hot dem pitcher eva b wit colored men
0,say da hood white trash
0,yall whitey gots pay fo da preparation
1,mfn birthday pink champaign dat bitch
1,suck rachel sister snobby bitch n rach nicecant stand elissa snutty
1,sup nappy headed hoe got quiet
2,start making monkey face behind
2,pic red bone braid tiger back sale
2,teabaggers weakening food environmental regulation infinitely scary lethal terrorism
2,looking royal wondering could didnt decimate yankee farm system
1,shut nappy headed hoe
1,happy birthday bitch
1,spiked bitch damned nailed
2,look like monkey
1,area bitch regardless imagine
1,aint lady bitch
2,sheeze yellow bone
1,pussy tho
1,lol ive gotten retard actually think avi ive gotten called ugly black bitch like
1,thugging bitch hard day
1,bitch crazy
1,working fag
1,fine walk bitch
1,better bitch
0,wasnt serious bitch bitch nigga named aint fuccing witcho as making shit
1,bitch ion talk shit ion even talk even name lol
1,lakers trash
0,swear god nigger better still hang work got hype
0,work today niglet
1,hahaha awe yea got date baddest bitch around
1,got tit big hoe even
1,bitch said dont even like trae fuckin poser
1,he little bitch general fug seattle
1,ohhhhhh smell challenge usa v usa next time see ya bitch as
1,peace negro
1,unfortunately correct sir still eat shit die though bitch
1,fucked bitch
2,nbc elected spokesman nbc lot trouble friend longer watch nbc trash
1,wonder many u citizen joined isi listening joe scarborough trash black president good job joe
1,bitch complain bad vet treated yet still willing send war sick idiot
1,thats goddamn terrible joke gbe lookin bitch
1,already know go fed ah bitch ready walk door
1,tink u done made funny nigga come lookatathehood got nightclub trannies crackheads dealer come
2,nature biology dog dont eat much bird everything seems human term
1,text bitch
2,im proud wacko bird bout
1,squad builder get bitch
1,grade pussy
1,bitch im proud black ur samba
0,ugly gay nigga bitch fucking peace shit
0,yall coon n uncle tom
1,nigga seen yo as da welfare center punk bitch aint worth time
1,work something adult money borrow money broke bitch
0,fuck stupid as coward as punk bitch faggot as racist piece shit punk bitch aint worth time
1,rape course way could get pussy smh
1,rich haha u broke bitch woman would ever fuck lol
1,oh hell fuck uncle tom bitch remember yo punk broke as
1,naw boy trash started coasting
1,lmao im hella skinny bitch dont like
1,pic trash dck dry af
1,dont bitch
1,send hoe aint nobody gone play geez lmao ask
1,ohh yaa want brooke pinkie toe bang coffee table twat lol
2,u decided drink everclear go yankee game two made seat
1,fucking hate lmao thank little dick van dyke
2,mary asked said part eat whiteyou throw yellow away
1,white hoe bro lol
1,wake bake school hoe
1,yh niggah yh shyt dope trust fam
1,yep bitch dumb afloyal dumb lol
1,im tipsy tried relate hoe mild sauce make relevant lol
1,think need see said bitch question
1,yeah bitch eh life suck everyone equal opportunity lose shirt divorce court
2,wow put slit trophy u
1,swear thought describing pussy gotta go bed
1,ay nigguh ya coming back
1,dont know im hoeless dont know congregate
1,bitch
1,blockhead hoe aint nothingboo
0,one problem there pussy allowed sorry
1,bitch im sick
1,freeze bitch
1,mhm bitch dont play life
1,lmao yes bitch
1,bitch please
1,bitch please dont get shot doug
2,random thought bird crossing path fg try impacted ball causing deflect course rekick miss
2,thirsty giant always like ho ho ho
1,making brownie tired bitch circumstance theyre pretty good
1,ik felt like bad bitch take notch dex
1,earthdaynoaa da colored folk allowed join cuz hood folk worried da watermelon growin da chicken small
1,try respectful instead acting like fucking retard
0,lmao nigga shoulda said would balless bc dat cold bitch wont stop blowin meswaagg
2,yeahcause anyone think clown went buy oreo stupid look
2,ugh put one dead center
2,dat damn dog eats betta den colored folk
1,dat dawg live betta den colored folk hood
2,wishin local take da yankee game spoil
2,gots bein colored
1,yeah man even scare nigger
2,never survive da colored hood
1,dat colored guy braisin
0,hey fag said aunt said
2,like da yankee
2,perfection brain crossed wire something dont know came concentrationmaybe ghetto one
1,ware da colored elite meet eat
1,thanks calling fucking fag
1,pup like bitch awesome go home
1,lil bitch mankeep name mouth thats ima say shhh
1,redneck fuck turd cutter lyinest liar district made yhe
1,suck commie bitch
1,even piss colored piece shit bought one smh hate
1,may like stance cop didnt would call cunt please stop copying tweet
1,thats like trailer trash chick would name cat
1,nah shit get heated smartest mouth know im get called retard im done playing game
2,purple monkey
1,always patty never pussy
1,suck throbbing pussy
1,suck pussy
0,jew white race traitor swept clean aryan race survive
1,im already hot white bitch hot latina get level
1,bitch
1,bitch drippin sauce
1,one bobby bitch hot nigga
2,feel see nothing wrong gta killing bc sole purpose game
2,u still mutt tho lol
2,u monkey bar lol
1,im already bitch hahaha
1,im signing ghetto fuck lmaoo
1,trusted queer cake wheres passion made dammit
1,kid fag
1,oil said sumthin bout oil bitch cookin
2,sowhite people selling african art cool okay blackish redskin doublestandard
1,alright pussy
1,hell need permission anything fatassed ghetto whore
0,big fucking dealcry baby nigger
1,fuck right pussy
1,nigga still pull tho fuck bitch u stfu
1,bitch scarry backing fuck nigga fuck talking bout hoe as nigga stop dat talking pull
1,fuck nigga gonna wanna see tell nigga stop acting like bitch
1,bitch hit dm nigga aint dm back
2,chug pee
1,hahahaha move bitch get wayyyeee
1,haha pussy lololol
0,search gay redneck episode play
